"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","success","test_part","correct_response","probe"
"3366","<img src= stimuli/temporalOrder/8.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/32.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/10.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/20.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","10","615897","0.0-3.0-3.1","","contextMemory","2","8"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","11","616398","0.0-3.0-0.2","","fixation","",""
"5496","<img src= stimuli/temporalOrder/57.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/25.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/55.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/39.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","12","621898","0.0-3.0-1.2","","temporalOrder","2","57"
"null","","null","html-keyboard-response","13","622400","0.0-3.0-2.2","","blank","",""
"2864","<img src= stimuli/temporalOrder/57.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/9.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/36.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/39.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","14","625272","0.0-3.0-3.2","","contextMemory","2","57"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","15","625773","0.0-3.0-0.3","","fixation","",""
"5256","<img src= stimuli/temporalOrder/75.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/56.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/54.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/43.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","16","631034","0.0-3.0-1.3","","temporalOrder","2","75"
"null","","null","html-keyboard-response","17","631537","0.0-3.0-2.3","","blank","",""
"2496","<img src= stimuli/temporalOrder/75.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/16.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/25.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/38.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","18","634042","0.0-3.0-3.3","","contextMemory","3","75"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","19","634545","0.0-3.0-0.4","","fixation","",""
"3519","<img src= stimuli/temporalOrder/40.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/71.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/53.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/18.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","20","638074","0.0-3.0-1.4","","temporalOrder","3","40"
"null","","null","html-keyboard-response","21","638575","0.0-3.0-2.4","","blank","",""
"2677","<img src= stimuli/temporalOrder/40.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/30.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/36.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/19.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","22","641256","0.0-3.0-3.4","","contextMemory","1","40"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","23","641757","0.0-3.0-0.5","","fixation","",""
"5383","<img src= stimuli/temporalOrder/10.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= stimuli/temporalOrder/20.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/62.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/24.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","24","647146","0.0-3.0-1.5","","temporalOrder","1","10"
"null","","null","html-keyboard-response","25","647646","0.0-3.0-2.5","","blank","",""
"1588","<img src= stimuli/temporalOrder/10.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/29.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/22.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/1.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","26","649240","0.0-3.0-3.5","","contextMemory","1","10"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","27","649742","0.0-3.0-0.6","","fixation","",""
"4355","<img src= stimuli/temporalOrder/33.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/63.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/84.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/24.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","28","654104","0.0-3.0-1.6","","temporalOrder","3","33"
"null","","null","html-keyboard-response","29","654607","0.0-3.0-2.6","","blank","",""
"1763","<img src= stimuli/temporalOrder/33.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/44.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/24.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/4.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","30","656375","0.0-3.0-3.6","","contextMemory","2","33"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","31","656876","0.0-3.0-0.7","","fixation","",""
"2598","<img src= stimuli/temporalOrder/19.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= stimuli/temporalOrder/13.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/5.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/4.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","32","659481","0.0-3.0-1.7","","temporalOrder","1","19"
"null","","null","html-keyboard-response","33","659982","0.0-3.0-2.7","","blank","",""
"932","<img src= stimuli/temporalOrder/19.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/41.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/23.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/11.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","34","660919","0.0-3.0-3.7","","contextMemory","1","19"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","35","661421","0.0-3.0-0.8","","fixation","",""
"3063","<img src= stimuli/temporalOrder/28.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/69.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/33.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/40.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","36","664486","0.0-3.0-1.8","","temporalOrder","2","28"
"null","","null","html-keyboard-response","37","664986","0.0-3.0-2.8","","blank","",""
"1034","<img src= stimuli/temporalOrder/28.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/36.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/23.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/32.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","38","666023","0.0-3.0-3.8","","contextMemory","2","28"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","39","666526","0.0-3.0-0.9","","fixation","",""
"4097","<img src= stimuli/temporalOrder/64.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= stimuli/temporalOrder/29.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/83.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/32.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","40","670634","0.0-3.0-1.9","","temporalOrder","2","64"
"null","","null","html-keyboard-response","41","671136","0.0-3.0-2.9","","blank","",""
"897","<img src= stimuli/temporalOrder/64.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/13.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/29.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/28.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","42","672040","0.0-3.0-3.9","","contextMemory","1","64"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","43","672541","0.0-3.0-0.10","","fixation","",""
"3570","<img src= stimuli/temporalOrder/4.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/39.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/28.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/31.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","44","676119","0.0-3.0-1.10","","temporalOrder","1","4"
"null","","null","html-keyboard-response","45","676621","0.0-3.0-2.10","","blank","",""
"823","<img src= stimuli/temporalOrder/4.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/27.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/23.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/1.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","46","677446","0.0-3.0-3.10","","contextMemory","3","4"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","47","677948","0.0-3.0-0.11","","fixation","",""
"4357","<img src= stimuli/temporalOrder/5.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= stimuli/temporalOrder/36.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/14.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/55.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","48","682312","0.0-3.0-1.11","","temporalOrder","1","5"
"null","","null","html-keyboard-response","49","682815","0.0-3.0-2.11","","blank","",""
"690","<img src= stimuli/temporalOrder/5.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/13.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/25.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/17.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","50","683511","0.0-3.0-3.11","","contextMemory","3","5"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","51","684013","0.0-3.0-0.12","","fixation","",""
"3524","<img src= stimuli/temporalOrder/79.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= stimuli/temporalOrder/51.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/75.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/34.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","52","687543","0.0-3.0-1.12","","temporalOrder","1","79"
"null","","null","html-keyboard-response","53","688045","0.0-3.0-2.12","","blank","",""
"997","<img src= stimuli/temporalOrder/79.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/17.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/30.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/20.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","54","689046","0.0-3.0-3.12","","contextMemory","3","79"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","55","689546","0.0-3.0-0.13","","fixation","",""
"2453","<img src= stimuli/temporalOrder/76.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= stimuli/temporalOrder/38.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/13.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/15.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","56","692006","0.0-3.0-1.13","","temporalOrder","3","76"
"null","","null","html-keyboard-response","57","692507","0.0-3.0-2.13","","blank","",""
"1014","<img src= stimuli/temporalOrder/76.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/34.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/19.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/7.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","58","693527","0.0-3.0-3.13","","contextMemory","2","76"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","59","694027","0.0-3.0-0.14","","fixation","",""
"1753","<img src= stimuli/temporalOrder/21.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/46.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/75.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/16.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","60","695785","0.0-3.0-1.14","","temporalOrder","2","21"
"null","","null","html-keyboard-response","61","696287","0.0-3.0-2.14","","blank","",""
"772","<img src= stimuli/temporalOrder/21.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/37.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/7.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/1.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","62","697062","0.0-3.0-3.14","","contextMemory","1","21"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","63","697564","0.0-3.0-0.15","","fixation","",""
"2390","<img src= stimuli/temporalOrder/63.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= stimuli/temporalOrder/37.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/12.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/19.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","64","699959","0.0-3.0-1.15","","temporalOrder","1","63"
"null","","null","html-keyboard-response","65","700460","0.0-3.0-2.15","","blank","",""
"1284","<img src= stimuli/temporalOrder/63.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/14.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/18.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/28.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","66","701749","0.0-3.0-3.15","","contextMemory","2","63"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","67","702250","0.0-3.0-0.16","","fixation","",""
"6440","<img src= stimuli/temporalOrder/16.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/44.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/23.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/15.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","68","708695","0.0-3.0-1.16","","temporalOrder","2","16"
"null","","null","html-keyboard-response","69","709196","0.0-3.0-2.16","","blank","",""
"1461","<img src= stimuli/temporalOrder/16.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/35.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/4.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/39.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","70","710665","0.0-3.0-3.16","","contextMemory","1","16"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","71","711165","0.0-3.0-0.17","","fixation","",""
"2741","<img src= stimuli/temporalOrder/56.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/84.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/50.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/39.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","72","713910","0.0-3.0-1.17","","temporalOrder","2","56"
"null","","null","html-keyboard-response","73","714411","0.0-3.0-2.17","","blank","",""
"2008","<img src= stimuli/temporalOrder/56.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/42.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/25.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/30.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","74","716422","0.0-3.0-3.17","","contextMemory","2","56"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","75","716923","0.0-3.0-0.18","","fixation","",""
"3076","<img src= stimuli/temporalOrder/78.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= stimuli/temporalOrder/61.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/42.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/29.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","76","720005","0.0-3.0-1.18","","temporalOrder","2","78"
"null","","null","html-keyboard-response","77","720506","0.0-3.0-2.18","","blank","",""
"1655","<img src= stimuli/temporalOrder/78.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/44.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/43.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/3.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","78","722166","0.0-3.0-3.18","","contextMemory","1","78"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","79","722667","0.0-3.0-0.19","","fixation","",""
"2694","<img src= stimuli/temporalOrder/18.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= stimuli/temporalOrder/31.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/40.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/30.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","80","725366","0.0-3.0-1.19","","temporalOrder","2","18"
"null","","null","html-keyboard-response","81","725867","0.0-3.0-2.19","","blank","",""
"1252","<img src= stimuli/temporalOrder/18.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/30.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/34.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/33.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","82","727125","0.0-3.0-3.19","","contextMemory","1","18"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","83","727626","0.0-3.0-0.20","","fixation","",""
"2397","<img src= stimuli/temporalOrder/13.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= stimuli/temporalOrder/68.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/37.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/58.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","84","730027","0.0-3.0-1.20","","temporalOrder","1","13"
"null","","null","html-keyboard-response","85","730529","0.0-3.0-2.20","","blank","",""
"896","<img src= stimuli/temporalOrder/13.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/15.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/38.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/40.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","86","731429","0.0-3.0-3.20","","contextMemory","3","13"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","87","731932","0.0-3.0-0.21","","fixation","",""
"2239","<img src= stimuli/temporalOrder/71.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= stimuli/temporalOrder/18.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/44.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/79.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","88","734182","0.0-3.0-1.21","","temporalOrder","2","71"
"null","","null","html-keyboard-response","89","734682","0.0-3.0-2.21","","blank","",""
"580","<img src= stimuli/temporalOrder/71.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/4.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/14.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/40.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","90","735268","0.0-3.0-3.21","","contextMemory","1","71"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","91","735769","0.0-3.0-0.22","","fixation","",""
"2473","<img src= stimuli/temporalOrder/77.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= stimuli/temporalOrder/76.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/36.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/81.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","92","738244","0.0-3.0-1.22","","temporalOrder","3","77"
"null","","null","html-keyboard-response","93","738745","0.0-3.0-2.22","","blank","",""
"266","<img src= stimuli/temporalOrder/77.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/3.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/6.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/37.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","94","739013","0.0-3.0-3.22","","contextMemory","2","77"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","95","739514","0.0-3.0-0.23","","fixation","",""
"3863","<img src= stimuli/temporalOrder/6.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/38.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/5.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/47.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","96","743381","0.0-3.0-1.23","","temporalOrder","1","6"
"null","","null","html-keyboard-response","97","743882","0.0-3.0-2.23","","blank","",""
